Date,Trap,Address,Species,NumMosquitos,WnvPresent
2007-06-29,T015,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,2,0
2007-06-29,T016,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,2,0
2007-06-29,T018,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,1,0
2007-06-29,T028,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,2,0
2007-06-29,T028,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,1,0
2007-06-29,T030,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,1,0
2007-06-29,T030,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,1,0
2007-06-29,T031,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,1,0
2007-06-29,T043,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,2,0
2007-06-29,T043,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX RESTUANS,3,0
2007-06-29,T046,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,2,0
2007-06-29,T054,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,3,0
2007-06-29,T084,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS/RESTUANS,1,0
2007-06-29,T084,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX RESTUANS,1,0
2007-06-29,T085,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,1,0
2007-06-29,T085,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,1,0
2007-06-29,T086,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,1,0
2007-06-29,T086,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,2,0
2007-06-29,T089,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,2,0
2007-06-29,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,3,0
2007-06-29,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,1,0
2007-06-29,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,6,0
2007-06-29,T091,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,1,0
2007-06-29,T096,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,1,0
2007-06-29,T135,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,3,0
2007-06-29,T141,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,1,0
2007-06-29,T142,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,1,0
2007-06-29,T143,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,3,0
2007-06-29,T144,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,1,0
2007-06-29,T145,"Chicago, IL, USA",CULEX RESTUANS,1,0
2007-06-29,T146,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,2,0
2007-06-29,T148,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,2,0
2007-06-29,T148,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX RESTUANS,2,0
2007-06-29,T150,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,1,0
2007-06-29,T151,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,1,0
2007-06-29,T151,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,5,0
2007-06-29,T153,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,1,0
2007-06-29,T158,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,6,0
2007-06-29,T160,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,1,0
2007-06-29,T218,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,5,0
2007-07-02,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,3,0
2007-07-02,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,2,0
2007-07-02,T003,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,1,0
2007-07-02,T005,"6000 West Roscoe Street, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,3,0
2007-07-02,T006,"6000 North Avondale Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,1,0
2007-07-02,T007,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,4,0
2007-07-02,T007,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,4,0
2007-07-02,T008,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,4,0
2007-07-02,T008,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,3,0
2007-07-02,T009,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,2,0
2007-07-02,T011,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,6,0
2007-07-02,T012,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX SALINARIUS,1,0
2007-07-02,T013,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,6,0
2007-07-02,T013,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,1,0
2007-07-02,T014,"6400 West Strong Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,5,0
2007-07-02,T014,"6400 West Strong Street, Chicago, IL, USA",CULEX RESTUANS,1,0
2007-07-02,T015,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,3,0
2007-07-02,T016,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,1,0
2007-07-02,T017,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,1,0
2007-07-02,T018,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,1,0
2007-07-02,T019,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,1,0
2007-07-02,T028,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS,1,0
2007-07-02,T028,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,1,0
2007-07-02,T028,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,5,0
2007-07-02,T030,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,3,0
2007-07-02,T030,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,2,0
2007-07-02,T037,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,1,0
2007-07-02,T037,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,2,0
2007-07-02,T043,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,5,0
2007-07-02,T044,"3300 West Randolph Street, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,2,0
2007-07-02,T044,"3300 West Randolph Street, Chicago, IL 60612, USA",CULEX RESTUANS,1,0
2007-07-02,T045,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,2,0
2007-07-02,T045,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,2,0
2007-07-02,T046,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,3,0
2007-07-02,T046,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,16,0
2007-07-02,T047,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,4,0
2007-07-02,T047,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX RESTUANS,8,0
2007-07-02,T048,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,1,0
2007-07-02,T051,"2500 South Throop Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,1,0
2007-07-02,T054,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,2,0
2007-07-02,T054,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,1,0
2007-07-02,T085,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,2,0
2007-07-02,T086,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,2,0
2007-07-02,T086,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,3,0
2007-07-02,T088,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,1,0
2007-07-02,T089,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,1,0
2007-07-02,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,2,0
2007-07-02,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11,0
2007-07-02,T092,"1100 South State Street, Chicago, IL 60605, USA",CULEX RESTUANS,2,0
2007-07-02,T095,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,1,0
2007-07-02,T096,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,3,0
2007-07-02,T096,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,3,0
2007-07-02,T096,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,4,0
